"Educ";"Sanidad";"Pensiones";"Justicia";"Seguridad";"ServSoc";"Transp";"Obras";"Depend";"F_Sanidad";"F_CMayores";"F_Pensiones";"F_Parados";"F_Vivienda";"F_Educ";"EdadIntervalos";"P6"
"2149";"2";"2";"2";"2";"2";"2";"2";"1";"2";"3";"2";"3";"3";"2";"3";"(35,50]";"3"
"2151";"2";"4";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"(65,96]";"2"
"2152";"3";"3";"3";"3";"3";"2";"2";"3";"3";"3";"3";"3";"2";"2";"2";"(50,65]";"3"
"2153";"1";"3";"3";"3";"2";"1";"1";"1";"3";"1";"2";"2";"3";"3";"1";"(50,65]";"2"
"2154";"2";"2";"4";"3";"3";"3";"1";"2";"2";"2";"3";"3";"3";"3";"2";"[18,35]";"3"
"2155";"2";"3";"2";"3";"2";"3";"2";"3";"2";"3";"2";"3";"3";"3";"3";"[18,35]";"3"
"2156";"3";"2";"2";"4";"2";"3";"2";"2";"3";"2";"3";"3";"3";"2";"3";"(50,65]";"3"
"2158";"2";"2";"2";"2";"2";"2";"2";"1";"3";"2";"2";"3";"2";"2";"2";"(65,96]";"2"
"2160";"2";"3";"2";"3";"3";"3";"2";"1";"3";"3";"1";"3";"2";"3";"2";"(35,50]";"3"
"2161";"3";"1";"3";"3";"1";"3";"1";"2";"4";"2";"3";"3";"3";"3";"3";"(65,96]";"3"
"2162";"1";"3";"3";"3";"3";"1";"4";"2";"1";"3";"3";"3";"1";"3";"3";"(35,50]";"3"
"2163";"3";"2";"2";"3";"3";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"(35,50]";"3"
"2164";"1";"1";"3";"2";"1";"2";"1";"2";"1";"2";"3";"3";"2";"2";"2";"[18,35]";"3"
"2165";"2";"2";"3";"3";"4";"3";"3";"2";"4";"3";"3";"2";"2";"3";"2";"(50,65]";"3"
"2166";"3";"3";"3";"3";"2";"3";"2";"3";"3";"1";"1";"3";"2";"2";"1";"(65,96]";"3"
"2167";"2";"2";"2";"2";"2";"2";"2";"2";"3";"1";"1";"2";"2";"1";"1";"[18,35]";"1"
"2168";"2";"3";"3";"3";"3";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"(35,50]";"3"
"2169";"2";"3";"3";"2";"2";"2";"1";"4";"3";"3";"3";"3";"2";"3";"3";"[18,35]";"2"
"2171";"3";"2";"3";"4";"4";"3";"3";"2";"3";"2";"3";"3";"3";"3";"3";"(35,50]";"3"
"2173";"1";"2";"1";"2";"2";"2";"2";"3";"2";"3";"2";"3";"2";"1";"3";"[18,35]";"3"
"2174";"2";"2";"3";"3";"3";"2";"4";"3";"2";"2";"2";"3";"3";"3";"3";"[18,35]";"1"
"2176";"2";"2";"2";"3";"3";"3";"2";"3";"3";"3";"3";"2";"2";"3";"3";"(50,65]";"3"
"2178";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"2179";"4";"2";"2";"3";"3";"3";"2";"2";"3";"2";"1";"3";"1";"2";"1";"[18,35]";"3"
"2180";"1";"1";"1";"1";"1";"1";"1";"1";"2";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"2182";"2";"3";"2";"3";"3";"2";"3";"3";"3";"1";"3";"3";"2";"2";"2";"(35,50]";"3"
"2183";"3";"4";"2";"3";"2";"3";"2";"4";"3";"3";"2";"3";"2";"3";"2";"(50,65]";"3"
"2184";"2";"3";"2";"3";"1";"3";"1";"2";"3";"3";"2";"2";"3";"3";"2";"(65,96]";"2"
"2185";"2";"2";"2";"3";"2";"3";"1";"2";"3";"1";"1";"3";"1";"1";"1";"(35,50]";"3"
"2187";"2";"3";"1";"2";"2";"3";"2";"2";"2";"2";"2";"3";"2";"3";"2";"(35,50]";"2"
"2188";"2";"2";"2";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"2"
"2189";"1";"1";"1";"3";"2";"2";"2";"2";"3";"3";"3";"3";"3";"2";"2";"[18,35]";"3"
"2190";"2";"2";"2";"2";"2";"3";"1";"2";"3";"2";"2";"2";"2";"2";"2";"(35,50]";"3"
"2191";"2";"2";"2";"4";"2";"3";"2";"3";"2";"2";"2";"3";"2";"3";"2";"[18,35]";"3"
"2192";"3";"3";"2";"3";"3";"3";"2";"2";"4";"3";"1";"3";"1";"3";"1";"(35,50]";"3"
"2193";"2";"1";"2";"2";"3";"2";"2";"3";"3";"2";"3";"3";"1";"3";"2";"(65,96]";"3"
"2196";"3";"3";"3";"4";"3";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"2197";"3";"3";"4";"3";"3";"3";"2";"1";"3";"3";"2";"3";"2";"3";"3";"[18,35]";"2"
"2199";"3";"3";"3";"2";"3";"3";"3";"3";"4";"3";"3";"2";"2";"3";"2";"[18,35]";"3"
"2200";"1";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"1";"(35,50]";"3"
"2202";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"2";"3";"3";"2";"2";"(65,96]";"3"
"2203";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"3";"2";"3";"1";"[18,35]";"2"
"2204";"2";"1";"2";"2";"2";"3";"2";"1";"4";"2";"3";"3";"3";"3";"2";"[18,35]";"3"
"2205";"2";"2";"3";"3";"3";"3";"3";"2";"4";"2";"3";"3";"1";"2";"2";"(35,50]";"3"
"2206";"3";"3";"4";"4";"3";"3";"3";"4";"4";"3";"2";"3";"3";"2";"2";"[18,35]";"2"
"2207";"3";"3";"3";"3";"2";"3";"2";"3";"3";"1";"2";"3";"3";"3";"1";"(65,96]";"3"
"2208";"1";"3";"2";"3";"3";"3";"3";"3";"3";"1";"1";"1";"1";"3";"1";"(65,96]";"3"
"2210";"3";"2";"2";"3";"2";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2211";"2";"3";"2";"2";"2";"3";"2";"2";"3";"3";"3";"3";"2";"3";"2";"[18,35]";"1"
"2212";"2";"2";"2";"3";"4";"3";"3";"4";"2";"2";"2";"3";"2";"3";"2";"(65,96]";"2"
"2213";"2";"1";"2";"3";"1";"2";"1";"2";"3";"1";"2";"2";"1";"1";"3";"(35,50]";"3"
"2215";"2";"3";"4";"4";"3";"2";"1";"3";"3";"3";"1";"2";"3";"3";"1";"[18,35]";"3"
"2217";"2";"3";"4";"3";"2";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"2218";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2219";"4";"3";"3";"3";"4";"3";"2";"3";"2";"3";"3";"3";"2";"3";"3";"[18,35]";"2"
"2222";"2";"3";"2";"2";"2";"2";"1";"2";"2";"3";"2";"2";"3";"3";"2";"(35,50]";"2"
"2223";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"3";"2";"3";"(50,65]";"3"
"2224";"4";"4";"4";"4";"4";"4";"3";"4";"4";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"2225";"1";"2";"1";"4";"1";"2";"2";"1";"2";"1";"3";"1";"1";"2";"1";"(65,96]";"1"
"2226";"3";"3";"2";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"1";"(50,65]";"3"
"2228";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"[18,35]";"2"
"2230";"3";"3";"2";"3";"4";"3";"2";"3";"4";"3";"3";"2";"2";"3";"2";"(35,50]";"3"
"2231";"2";"2";"2";"3";"2";"3";"1";"2";"3";"3";"3";"3";"3";"3";"2";"[18,35]";"3"
"2233";"2";"2";"2";"3";"3";"2";"3";"2";"3";"2";"1";"3";"1";"3";"1";"[18,35]";"2"
"2234";"2";"2";"4";"3";"2";"3";"2";"3";"2";"3";"1";"3";"3";"3";"3";"(35,50]";"3"
"2238";"2";"4";"3";"4";"2";"4";"2";"3";"2";"3";"2";"3";"3";"3";"3";"(35,50]";"3"
"2239";"2";"2";"1";"3";"2";"3";"2";"2";"3";"2";"2";"2";"2";"3";"2";"[18,35]";"3"
"2240";"1";"1";"2";"4";"2";"2";"2";"2";"3";"2";"1";"3";"2";"3";"1";"[18,35]";"3"
"2241";"3";"2";"3";"1";"4";"3";"1";"3";"2";"2";"2";"3";"3";"3";"3";"[18,35]";"3"
"2243";"2";"2";"2";"2";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"3";"(65,96]";"2"
"2244";"2";"2";"3";"2";"2";"3";"3";"2";"2";"3";"1";"3";"3";"3";"3";"(50,65]";"3"
"2245";"2";"3";"2";"3";"2";"2";"2";"2";"3";"2";"1";"3";"2";"1";"1";"[18,35]";"3"
"2246";"2";"2";"2";"4";"2";"2";"2";"3";"4";"2";"2";"2";"1";"2";"2";"(65,96]";"3"
"2247";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"3";"1";"(35,50]";"2"
"2248";"2";"2";"3";"4";"3";"3";"2";"2";"3";"3";"3";"3";"2";"3";"2";"(50,65]";"3"
"2249";"3";"2";"2";"3";"3";"3";"4";"2";"3";"3";"2";"3";"2";"2";"3";"(35,50]";"3"
"2251";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"2252";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"3";"3";"2";"3";"3";"(35,50]";"3"
"2253";"2";"2";"2";"2";"3";"3";"2";"3";"3";"2";"2";"2";"2";"1";"2";"(65,96]";"2"
"2255";"2";"3";"3";"2";"2";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"(35,50]";"3"
"2256";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"(50,65]";"3"
"2258";"2";"3";"2";"3";"2";"3";"4";"2";"4";"3";"1";"3";"3";"3";"3";"[18,35]";"2"
"2259";"1";"1";"1";"3";"3";"1";"1";"3";"3";"2";"3";"3";"2";"3";"2";"[18,35]";"3"
"2260";"3";"4";"2";"4";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"2"
"2261";"1";"1";"3";"3";"2";"3";"1";"3";"3";"2";"3";"3";"3";"3";"3";"(35,50]";"3"
"2262";"3";"2";"2";"2";"2";"3";"2";"2";"3";"2";"2";"3";"3";"3";"3";"[18,35]";"3"
"2263";"2";"1";"3";"3";"1";"3";"3";"2";"1";"3";"2";"2";"2";"2";"1";"[18,35]";"3"
"2264";"3";"1";"2";"2";"2";"3";"2";"2";"4";"2";"3";"3";"2";"3";"3";"(35,50]";"3"
"2265";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"[18,35]";"3"
"2266";"3";"2";"2";"2";"2";"2";"3";"3";"3";"2";"2";"2";"2";"1";"3";"[18,35]";"3"
"2267";"1";"1";"2";"1";"1";"1";"1";"1";"2";"3";"1";"3";"2";"2";"2";"(35,50]";"1"
"2268";"3";"2";"1";"4";"2";"2";"1";"2";"3";"1";"2";"2";"2";"1";"1";"(65,96]";"1"
"2270";"3";"3";"4";"4";"4";"3";"4";"4";"3";"3";"2";"3";"3";"3";"2";"[18,35]";"3"
"2271";"3";"3";"4";"2";"2";"2";"4";"3";"3";"2";"2";"3";"2";"3";"2";"[18,35]";"2"
"2272";"3";"3";"4";"3";"1";"3";"4";"3";"4";"3";"3";"3";"3";"3";"2";"[18,35]";"3"
"2273";"1";"1";"4";"4";"2";"3";"2";"2";"2";"2";"3";"3";"2";"3";"2";"(50,65]";"2"
"2274";"3";"4";"4";"3";"4";"3";"3";"4";"4";"3";"3";"3";"3";"3";"2";"(35,50]";"3"
"2275";"3";"1";"3";"3";"2";"1";"1";"2";"2";"2";"2";"1";"2";"3";"2";"[18,35]";"2"
"2276";"2";"2";"2";"3";"3";"3";"3";"2";"2";"2";"2";"2";"2";"3";"2";"(50,65]";"2"
"2278";"3";"3";"2";"3";"2";"2";"4";"2";"3";"1";"1";"3";"2";"3";"2";"[18,35]";"2"
"2279";"3";"4";"2";"4";"2";"4";"3";"3";"4";"3";"3";"3";"2";"3";"3";"(50,65]";"3"
"2280";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2282";"4";"4";"4";"4";"4";"4";"3";"4";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2283";"2";"2";"3";"3";"3";"1";"3";"3";"2";"3";"2";"2";"3";"3";"2";"(50,65]";"1"
"2284";"2";"2";"2";"3";"2";"2";"3";"2";"2";"1";"1";"1";"1";"2";"2";"(35,50]";"2"
"2285";"2";"3";"3";"3";"2";"2";"2";"3";"3";"3";"3";"3";"2";"3";"1";"(35,50]";"2"
"2286";"2";"2";"2";"3";"3";"2";"2";"3";"2";"2";"3";"3";"2";"2";"2";"(50,65]";"3"
"2287";"2";"3";"2";"3";"1";"2";"2";"2";"3";"3";"3";"3";"2";"1";"1";"(35,50]";"2"
"2288";"3";"2";"3";"3";"3";"3";"3";"3";"3";"1";"1";"1";"2";"2";"2";"(65,96]";"3"
"2289";"2";"3";"2";"3";"2";"3";"2";"2";"3";"3";"2";"1";"1";"3";"2";"(35,50]";"2"
"2291";"2";"1";"2";"4";"3";"3";"4";"3";"3";"3";"3";"3";"3";"2";"3";"[18,35]";"3"
"2292";"2";"1";"3";"3";"2";"3";"2";"3";"3";"2";"3";"2";"3";"3";"3";"(50,65]";"3"
"2293";"2";"3";"4";"2";"2";"2";"3";"3";"4";"1";"1";"1";"1";"1";"1";"(50,65]";"3"
"2294";"2";"3";"3";"2";"2";"3";"2";"3";"4";"3";"2";"1";"1";"3";"1";"(65,96]";"3"
"2295";"2";"2";"2";"3";"2";"3";"2";"2";"2";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"2296";"2";"3";"2";"4";"4";"4";"1";"2";"4";"3";"1";"3";"3";"3";"1";"(50,65]";"3"
"2298";"2";"2";"1";"3";"3";"2";"1";"3";"3";"3";"2";"3";"1";"3";"2";"(65,96]";"3"
"2299";"2";"4";"4";"3";"2";"4";"2";"3";"2";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"2301";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"3";"3";"2";"3";"3";"(35,50]";"2"
"2302";"1";"2";"1";"3";"2";"2";"3";"2";"2";"3";"2";"2";"2";"2";"3";"[18,35]";"1"
"2303";"2";"2";"2";"2";"2";"2";"2";"3";"3";"3";"2";"3";"2";"1";"1";"[18,35]";"3"
"2304";"1";"1";"1";"3";"3";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"(65,96]";"2"
"2306";"2";"2";"2";"2";"2";"2";"3";"2";"2";"1";"1";"2";"2";"1";"1";"(50,65]";"3"
"2307";"3";"2";"2";"3";"2";"2";"1";"2";"3";"1";"2";"2";"2";"3";"1";"(35,50]";"3"
"2308";"2";"1";"3";"2";"2";"2";"1";"2";"3";"3";"3";"3";"3";"2";"2";"(35,50]";"3"
"2309";"2";"1";"1";"3";"1";"1";"4";"1";"2";"2";"1";"1";"2";"1";"2";"(50,65]";"2"
"2310";"2";"3";"2";"3";"3";"3";"3";"4";"3";"3";"2";"3";"3";"2";"2";"(35,50]";"3"
"2311";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"(50,65]";"1"
"2313";"2";"2";"2";"3";"2";"2";"2";"2";"3";"1";"1";"2";"2";"1";"1";"(50,65]";"3"
"2314";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"(65,96]";"3"
"2315";"1";"2";"3";"3";"2";"2";"2";"3";"3";"3";"3";"3";"3";"3";"2";"(35,50]";"3"
"2317";"2";"2";"3";"2";"3";"2";"4";"3";"4";"2";"3";"3";"3";"3";"2";"(50,65]";"3"
"2318";"2";"2";"3";"2";"2";"2";"2";"3";"3";"2";"2";"3";"2";"3";"2";"(50,65]";"3"
"2319";"3";"3";"3";"4";"4";"3";"2";"4";"3";"2";"1";"2";"2";"2";"2";"(35,50]";"1"
"2320";"2";"2";"2";"3";"1";"2";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"2321";"3";"3";"4";"2";"3";"2";"3";"3";"3";"3";"2";"3";"3";"3";"2";"[18,35]";"2"
"2322";"2";"2";"2";"3";"2";"2";"3";"3";"3";"2";"1";"2";"1";"3";"1";"(50,65]";"2"
"2323";"3";"2";"3";"3";"2";"2";"3";"2";"3";"1";"2";"3";"3";"3";"2";"[18,35]";"3"
"2324";"2";"2";"3";"4";"3";"3";"3";"3";"3";"1";"3";"3";"3";"3";"1";"(65,96]";"2"
"2325";"3";"3";"3";"4";"3";"3";"2";"3";"3";"2";"3";"3";"3";"2";"3";"(50,65]";"3"
"2326";"3";"3";"3";"4";"4";"1";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"2327";"3";"3";"2";"3";"2";"3";"2";"3";"3";"3";"3";"2";"2";"3";"3";"(65,96]";"3"
"2329";"3";"3";"4";"4";"3";"3";"3";"3";"4";"2";"3";"3";"2";"3";"2";"(50,65]";"3"
"2330";"2";"3";"2";"3";"3";"2";"2";"3";"3";"3";"3";"2";"3";"3";"2";"(65,96]";"2"
"2331";"3";"4";"2";"3";"2";"2";"3";"2";"3";"2";"3";"3";"2";"3";"2";"(35,50]";"1"
"2333";"1";"3";"3";"1";"1";"1";"1";"1";"3";"3";"1";"2";"2";"2";"1";"[18,35]";"2"
"2334";"1";"3";"3";"2";"2";"3";"2";"3";"2";"1";"1";"2";"2";"3";"1";"[18,35]";"1"
"2335";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"(65,96]";"3"
"2336";"2";"2";"1";"3";"1";"1";"2";"3";"3";"2";"2";"2";"2";"1";"2";"(65,96]";"3"
"2337";"2";"2";"2";"3";"2";"2";"3";"2";"3";"2";"2";"2";"2";"3";"2";"(35,50]";"2"
"2338";"2";"3";"2";"3";"2";"3";"3";"2";"3";"2";"3";"3";"1";"3";"3";"(50,65]";"2"
"2339";"3";"2";"2";"3";"3";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"(35,50]";"3"
"2340";"2";"2";"3";"3";"3";"2";"2";"3";"3";"2";"3";"2";"2";"3";"2";"[18,35]";"3"
"2341";"2";"3";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"2";"3";"2";"(50,65]";"3"
"2342";"1";"2";"1";"1";"1";"2";"1";"1";"1";"2";"2";"3";"2";"1";"2";"(35,50]";"3"
"2344";"2";"2";"2";"3";"2";"2";"2";"2";"3";"3";"2";"3";"2";"3";"3";"(50,65]";"3"
"2345";"2";"2";"2";"2";"2";"2";"2";"3";"2";"3";"3";"3";"3";"2";"3";"[18,35]";"1"
"2346";"2";"2";"2";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"2347";"2";"4";"3";"2";"2";"3";"2";"2";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2349";"2";"2";"3";"2";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2350";"2";"1";"2";"3";"3";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"(50,65]";"2"
"2351";"2";"2";"2";"3";"3";"2";"2";"3";"2";"2";"3";"3";"3";"3";"2";"(35,50]";"3"
"2352";"3";"3";"3";"4";"3";"4";"2";"3";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2353";"2";"2";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"2";"3";"3";"[18,35]";"1"
"2354";"3";"1";"1";"3";"1";"3";"1";"1";"3";"2";"2";"3";"3";"3";"3";"(35,50]";"3"
"2355";"2";"3";"2";"3";"3";"2";"2";"4";"2";"3";"2";"3";"2";"2";"2";"(65,96]";"3"
"2358";"3";"3";"3";"3";"3";"3";"2";"2";"4";"3";"2";"2";"2";"2";"1";"[18,35]";"3"
"2359";"2";"2";"2";"4";"4";"3";"2";"4";"4";"2";"2";"2";"2";"2";"2";"(65,96]";"3"
"2362";"2";"2";"1";"3";"2";"3";"2";"2";"2";"1";"1";"1";"1";"1";"1";"(65,96]";"2"
"2363";"1";"2";"2";"3";"2";"2";"2";"2";"2";"3";"2";"3";"2";"3";"2";"(50,65]";"2"
"2364";"3";"3";"2";"3";"2";"2";"3";"2";"3";"1";"1";"2";"2";"3";"1";"(50,65]";"3"
"2365";"2";"2";"2";"3";"3";"3";"2";"2";"3";"3";"2";"3";"2";"3";"2";"(65,96]";"2"
"2366";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"(65,96]";"1"
"2367";"3";"3";"4";"3";"3";"4";"4";"3";"3";"3";"2";"3";"2";"2";"3";"(35,50]";"3"
"2368";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"1";"3";"3";"(50,65]";"2"
"2369";"2";"1";"3";"1";"1";"1";"2";"1";"3";"1";"3";"1";"1";"1";"3";"[18,35]";"2"
"2370";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"(50,65]";"3"
"2371";"2";"2";"2";"1";"3";"3";"4";"4";"4";"2";"3";"2";"3";"3";"3";"(65,96]";"3"
"2372";"3";"3";"4";"4";"4";"3";"4";"3";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2373";"3";"2";"3";"3";"1";"3";"2";"3";"3";"3";"2";"2";"2";"3";"2";"(35,50]";"2"
"2374";"2";"3";"2";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2376";"2";"3";"4";"3";"2";"3";"2";"3";"3";"3";"2";"3";"3";"3";"3";"[18,35]";"3"
"2377";"2";"2";"2";"2";"1";"2";"1";"2";"3";"3";"1";"3";"3";"3";"2";"[18,35]";"2"
"2379";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"2";"2";"1";"[18,35]";"2"
"2380";"1";"1";"1";"3";"2";"2";"1";"1";"2";"3";"2";"2";"2";"3";"2";"(65,96]";"2"
"2381";"2";"2";"4";"3";"3";"3";"3";"2";"3";"3";"3";"3";"2";"2";"2";"(50,65]";"3"
"2382";"2";"3";"3";"3";"2";"1";"1";"3";"2";"2";"1";"2";"2";"3";"1";"[18,35]";"2"
"2383";"1";"1";"1";"1";"1";"1";"1";"1";"2";"3";"1";"3";"3";"3";"3";"(50,65]";"3"
"2384";"1";"1";"1";"3";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"(65,96]";"1"
"2385";"2";"3";"3";"3";"3";"2";"3";"2";"2";"3";"2";"3";"3";"2";"3";"(35,50]";"3"
"2386";"2";"2";"3";"3";"3";"2";"2";"2";"3";"1";"1";"3";"1";"1";"3";"(35,50]";"3"
"2387";"3";"4";"4";"4";"2";"2";"2";"4";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"2388";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"2";"2";"3";"2";"(65,96]";"3"
"2389";"3";"2";"2";"3";"3";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"(65,96]";"1"
"2390";"2";"2";"2";"2";"1";"1";"1";"2";"1";"3";"2";"3";"2";"3";"2";"[18,35]";"3"
"2392";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"(35,50]";"2"
"2393";"2";"4";"1";"4";"3";"2";"2";"3";"2";"3";"1";"3";"1";"3";"1";"(50,65]";"1"
"2394";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"(65,96]";"2"
"2395";"2";"2";"2";"3";"2";"3";"3";"3";"3";"2";"1";"3";"3";"3";"2";"(50,65]";"2"
"2396";"2";"2";"2";"3";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2397";"3";"3";"2";"2";"2";"3";"2";"3";"3";"1";"1";"3";"1";"3";"2";"(65,96]";"2"
"2398";"3";"4";"3";"3";"4";"4";"3";"3";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"2399";"2";"2";"4";"3";"3";"2";"2";"2";"3";"1";"2";"2";"2";"2";"2";"(50,65]";"3"
"2400";"2";"2";"1";"3";"2";"2";"2";"2";"3";"2";"2";"3";"2";"3";"2";"(35,50]";"3"
"2402";"3";"1";"2";"2";"1";"3";"1";"1";"3";"2";"1";"2";"1";"1";"2";"[18,35]";"3"
"2403";"3";"4";"3";"3";"3";"3";"3";"4";"4";"3";"2";"3";"2";"2";"3";"(50,65]";"3"
"2404";"2";"2";"2";"3";"3";"3";"2";"3";"2";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2405";"3";"3";"3";"3";"2";"3";"3";"3";"3";"2";"1";"1";"1";"2";"2";"(50,65]";"3"
"2406";"2";"1";"2";"2";"2";"1";"3";"3";"2";"2";"3";"3";"1";"3";"3";"(35,50]";"3"
"2407";"3";"4";"3";"4";"4";"3";"2";"4";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"2408";"1";"2";"3";"3";"1";"2";"2";"2";"3";"2";"2";"3";"1";"1";"3";"[18,35]";"1"
"2409";"2";"1";"1";"1";"1";"2";"2";"1";"3";"1";"1";"1";"1";"1";"1";"(35,50]";"1"
"2410";"2";"2";"2";"2";"2";"3";"3";"2";"2";"3";"1";"3";"3";"3";"2";"[18,35]";"2"
"2411";"3";"3";"2";"3";"2";"3";"2";"2";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2413";"2";"2";"2";"2";"1";"2";"3";"2";"3";"1";"1";"1";"1";"1";"1";"[18,35]";"1"
"2414";"2";"2";"3";"3";"3";"3";"3";"3";"3";"1";"1";"1";"1";"1";"1";"(50,65]";"3"
"2416";"2";"2";"2";"4";"2";"2";"3";"2";"3";"2";"3";"2";"2";"3";"2";"(50,65]";"2"
"2417";"2";"1";"2";"3";"3";"2";"2";"2";"3";"1";"1";"3";"2";"3";"2";"(35,50]";"2"
"2418";"2";"2";"2";"3";"3";"3";"2";"3";"3";"2";"3";"3";"3";"3";"2";"(50,65]";"3"
"2419";"2";"2";"2";"3";"3";"3";"1";"4";"3";"2";"3";"3";"2";"3";"2";"[18,35]";"3"
"2420";"3";"3";"2";"3";"2";"2";"2";"2";"1";"2";"1";"1";"1";"2";"1";"[18,35]";"2"
"2421";"1";"1";"2";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"[18,35]";"3"
"2422";"2";"3";"3";"3";"2";"4";"2";"3";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"2424";"3";"2";"2";"3";"2";"3";"3";"3";"3";"1";"1";"3";"1";"3";"2";"(35,50]";"3"
"2425";"2";"3";"2";"3";"3";"2";"2";"3";"2";"1";"1";"2";"2";"1";"1";"(50,65]";"3"
"2428";"3";"2";"4";"3";"3";"3";"2";"2";"2";"2";"2";"2";"1";"2";"1";"[18,35]";"2"
"2430";"3";"3";"4";"4";"3";"3";"2";"3";"4";"2";"3";"3";"3";"3";"3";"[18,35]";"3"
"2431";"3";"2";"2";"4";"4";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"2434";"3";"4";"4";"4";"4";"2";"4";"4";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"2"
"2435";"3";"1";"3";"4";"4";"3";"1";"4";"3";"1";"2";"2";"2";"2";"2";"(35,50]";"2"
"2438";"3";"3";"4";"3";"3";"3";"2";"3";"3";"3";"2";"3";"3";"3";"2";"(50,65]";"3"
